-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2025 in LST
Location: Latitude  -8.6836   Longitude 115.262 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 313.73 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (MJ/hr) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (MJ/hr) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,WS2M,RH2M
2020,1,4,9,0.08,0.0,3.88,26.07,1.96,86.35
2020,1,4,10,0.12,0.0,5.72,26.6,2.08,81.22
2020,1,4,11,0.14,0.01,7.45,26.99,2.17,78.34
2020,1,4,12,0.1,0.0,5.55,27.24,2.27,76.94
2020,1,4,13,0.09,0.0,4.82,27.31,2.34,76.71
2020,1,4,14,0.07,0.0,3.6,27.12,2.42,77.74
2020,1,4,15,0.05,0.0,2.25,26.69,2.47,80.38
2020,1,4,16,0.04,0.0,1.1,26.12,2.5,84.0
2020,1,4,17,0.02,0.0,0.25,25.55,2.48,87.82
2020,1,4,18,0.0,0.0,0.0,25.06,2.43,90.82
2020,1,4,19,0.0,0.0,0.0,24.81,2.39,91.9
2020,1,4,20,0.0,0.0,0.0,24.73,2.26,91.85
2020,1,4,21,0.0,0.0,0.0,24.67,2.1,91.72
2020,1,4,22,0.0,0.0,0.0,24.53,2.0,91.44
2020,1,4,23,0.0,0.0,0.0,24.37,1.98,91.63
2020,1,5,0,0.0,0.0,0.0,24.31,2.0,91.75
2020,1,5,1,0.0,0.0,0.0,24.34,2.1,91.84
2020,1,5,2,0.0,0.0,0.0,24.42,2.16,91.82
2020,1,5,3,0.0,0.0,0.0,24.54,2.22,91.69
2020,1,5,4,0.0,0.0,0.0,24.61,2.19,91.83
2020,1,5,5,0.0,0.0,0.0,24.64,2.14,92.06
2020,1,5,6,0.01,0.0,0.03,24.81,2.12,91.69
2020,1,5,7,0.03,0.0,0.55,25.52,2.13,89.09
2020,1,5,8,0.07,0.0,2.2,26.48,2.09,82.65
2020,1,5,9,0.11,0.0,4.8,27.68,2.1,75.36
2020,1,5,10,0.14,0.01,6.95,28.64,2.1,70.37
2020,1,5,11,0.19,0.01,10.48,29.36,2.01,67.13
2020,1,5,12,0.19,0.01,10.93,29.78,1.95,65.41
2020,1,5,13,0.16,0.01,8.55,29.89,1.97,65.06
2020,1,5,14,0.13,0.0,6.07,29.56,2.03,66.68
2020,1,5,15,0.08,0.0,3.53,29.02,2.03,69.66
2020,1,5,16,0.06,0.0,1.6,28.18,1.94,74.61
2020,1,5,17,0.02,0.0,0.3,27.21,1.8,81.6
2020,1,5,18,0.0,0.0,0.03,26.41,1.77,87.42
2020,1,5,19,0.0,0.0,0.0,25.92,1.78,90.38
2020,1,5,20,0.0,0.0,0.0,25.64,1.8,91.95
2020,1,5,21,0.0,0.0,0.0,25.45,1.81,92.69
2020,1,5,22,0.0,0.0,0.0,25.27,1.84,93.39
2020,1,5,23,0.0,0.0,0.0,25.1,1.81,93.99
2020,1,6,0,0.0,0.0,0.0,24.94,1.81,94.52
2020,1,6,1,0.0,0.0,0.0,24.83,1.84,94.78
2020,1,6,2,0.0,0.0,0.0,24.78,1.82,94.88
2020,1,6,3,0.0,0.0,0.0,24.79,1.78,94.79
2020,1,6,4,0.0,0.0,0.0,24.81,1.69,94.71
2020,1,6,5,0.0,0.0,0.0,24.83,1.62,94.46
2020,1,6,6,0.01,0.0,0.03,24.92,1.6,93.99
2020,1,6,7,0.04,0.0,0.6,25.38,1.63,92.33
2020,1,6,8,0.07,0.0,2.3,25.9,1.67,89.2
2020,1,6,9,0.12,0.0,5.35,26.78,1.8,82.41
2020,1,6,10,0.15,0.01,7.38,27.5,1.91,77.69
2020,1,6,11,0.18,0.01,9.95,28.01,1.89,74.75
2020,1,6,12,0.18,0.01,10.3,28.44,1.81,72.43
2020,1,6,13,0.16,0.01,8.88,28.77,1.75,70.44
2020,1,6,14,0.14,0.0,6.88,28.73,1.72,70.18
2020,1,6,15,0.1,0.0,4.47,28.4,1.69,71.96
2020,1,6,16,0.06,0.0,1.77,27.62,1.53,77.23
2020,1,6,17,0.03,0.0,0.35,26.76,1.39,83.92
2020,1,6,18,0.0,0.0,0.03,26.07,1.34,89.66
2020,1,6,19,0.0,0.0,0.0,25.66,1.37,92.23
2020,1,6,20,0.0,0.0,0.0,25.42,1.49,92.99
2020,1,6,21,0.0,0.0,0.0,25.25,1.56,93.38
2020,1,6,22,0.0,0.0,0.0,25.15,1.6,93.58
2020,1,6,23,0.0,0.0,0.0,25.01,1.64,93.98
2020,1,7,0,0.0,0.0,0.0,24.85,1.66,94.29
2020,1,7,1,0.0,0.0,0.0,24.71,1.67,94.34
2020,1,7,2,0.0,0.0,0.0,24.58,1.6,94.37
2020,1,7,3,0.0,0.0,0.0,24.47,1.52,94.31
2020,1,7,4,0.0,0.0,0.0,24.37,1.49,94.2
2020,1,7,5,0.0,0.0,0.0,24.31,1.48,93.98
2020,1,7,6,0.01,0.0,0.03,24.34,1.48,93.76
2020,1,7,7,0.03,0.0,0.57,24.82,1.43,92.33
2020,1,7,8,0.07,0.0,2.3,25.43,1.34,88.87
2020,1,7,9,0.12,0.0,5.55,26.38,1.42,81.41
2020,1,7,10,0.14,0.01,7.18,27.26,1.54,75.48
2020,1,7,11,0.17,0.01,9.38,27.94,1.67,72.05
2020,1,7,12,0.14,0.01,8.57,28.41,1.8,70.13
2020,1,7,13,0.15,0.01,8.1,28.65,1.91,69.3
2020,1,7,14,0.13,0.0,6.82,28.66,1.99,69.46
2020,1,7,15,0.1,0.0,4.43,28.33,2.04,71.07
2020,1,7,16,0.06,0.0,1.77,27.65,2.02,75.37
2020,1,7,17,0.02,0.0,0.35,26.76,1.82,82.01
2020,1,7,18,0.0,0.0,0.03,26.0,1.67,87.91
2020,1,7,19,0.0,0.0,0.0,25.53,1.69,90.94
2020,1,7,20,0.0,0.0,0.0,25.27,1.67,92.06
2020,1,7,21,0.0,0.0,0.0,25.05,1.59,92.88
2020,1,7,22,0.0,0.0,0.0,24.88,1.53,93.11
2020,1,7,23,0.0,0.0,0.0,24.77,1.49,93.03
2020,1,8,0,0.0,0.0,0.0,24.67,1.5,93.25
2020,1,8,1,0.0,0.0,0.0,24.57,1.54,93.56
2020,1,8,2,0.0,0.0,0.0,24.45,1.62,93.95
2020,1,8,3,0.0,0.0,0.0,24.37,1.71,94.3
2020,1,8,4,0.0,0.0,0.0,24.3,1.79,94.5
2020,1,8,5,0.0,0.0,0.0,24.24,1.81,94.41
2020,1,8,6,0.01,0.0,0.03,24.38,1.78,93.79
2020,1,8,7,0.04,0.0,0.62,25.15,1.66,91.34
2020,1,8,8,0.08,0.0,2.58,26.3,1.51,83.75
2020,1,8,9,0.13,0.0,5.9,27.98,1.41,72.19
2020,1,8,10,0.17,0.01,8.35,29.22,1.35,65.1
2020,1,8,11,0.2,0.01,11.15,30.0,1.38,61.12
2020,1,8,12,0.19,0.01,11.1,30.27,1.41,59.99
2020,1,8,13,0.18,0.01,9.52,30.04,1.43,61.43
2020,1,8,14,0.15,0.01,7.28,29.61,1.48,63.48
2020,1,8,15,0.11,0.0,4.82,28.93,1.51,67.14
2020,1,8,16,0.07,0.0,1.9,27.99,1.49,73.4
2020,1,8,17,0.03,0.0,0.4,27.08,1.43,80.46
2020,1,8,18,0.0,0.0,0.03,26.37,1.38,85.76
2020,1,8,19,0.0,0.0,0.0,25.92,1.37,89.06
2020,1,8,20,0.0,0.0,0.0,25.68,1.37,90.59
2020,1,8,21,0.0,0.0,0.0,25.53,1.46,91.19
2020,1,8,22,0.0,0.0,0.0,25.43,1.59,91.47
2020,1,8,23,0.0,0.0,0.0,25.37,1.7,91.69
2020,1,9,0,0.0,0.0,0.0,25.28,1.83,92.11
2020,1,9,1,0.0,0.0,0.0,25.14,1.93,92.72
2020,1,9,2,0.0,0.0,0.0,25.03,1.94,93.12
2020,1,9,3,0.0,0.0,0.0,24.95,1.87,93.25
2020,1,9,4,0.0,0.0,0.0,24.87,1.73,93.21
2020,1,9,5,0.0,0.0,0.0,24.81,1.6,93.03
2020,1,9,6,0.01,0.0,0.03,24.81,1.54,92.61
2020,1,9,7,0.04,0.0,0.6,25.2,1.55,90.8
2020,1,9,8,0.09,0.0,2.42,25.91,1.6,84.97
2020,1,9,9,0.12,0.0,5.22,26.93,1.58,77.12
2020,1,9,10,0.15,0.01,7.2,27.82,1.6,71.72
2020,1,9,11,0.18,0.01,9.88,28.39,1.6,68.48
2020,1,9,12,0.18,0.01,10.25,28.29,1.63,68.06
2020,1,9,13,0.18,0.01,9.52,27.94,1.52,68.69
2020,1,9,14,0.16,0.01,7.88,27.7,1.55,69.29
2020,1,9,15,0.12,0.0,5.07,27.43,1.56,70.41
2020,1,9,16,0.08,0.0,2.05,27.08,1.49,72.34
2020,1,9,17,0.03,0.0,0.4,26.49,1.39,76.12
2020,1,9,18,0.0,0.0,0.03,25.62,1.33,82.69
2020,1,9,19,0.0,0.0,0.0,25.03,1.33,87.43
2020,1,9,20,0.0,0.0,0.0,24.81,1.32,89.55
2020,1,9,21,0.0,0.0,0.0,24.68,1.28,90.57
2020,1,9,22,0.0,0.0,0.0,24.55,1.26,91.4
2020,1,9,23,0.0,0.0,0.0,24.39,1.23,92.14
2020,1,10,0,0.0,0.0,0.0,24.15,1.24,93.09
2020,1,10,1,0.0,0.0,0.0,23.96,1.32,93.95
2020,1,10,2,0.0,0.0,0.0,23.86,1.35,94.32
2020,1,10,3,0.0,0.0,0.0,23.8,1.36,94.22
2020,1,10,4,0.0,0.0,0.0,23.72,1.42,94.23
2020,1,10,5,0.0,0.0,0.0,23.68,1.5,94.56
2020,1,10,6,0.01,0.0,0.03,23.95,1.45,93.46
2020,1,10,7,0.04,0.0,0.65,25.08,1.19,89.52
2020,1,10,8,0.1,0.0,2.78,26.34,0.93,80.64
2020,1,10,9,0.15,0.0,6.18,27.97,0.89,70.79
2020,1,10,10,0.19,0.01,9.57,29.1,0.91,65.21
2020,1,10,11,0.22,0.01,12.75,29.83,0.99,61.98
2020,1,10,12,0.23,0.01,13.7,30.27,1.07,60.4
2020,1,10,13,0.22,0.01,12.3,30.34,1.14,61.25
2020,1,10,14,0.18,0.01,8.8,30.12,1.25,62.57
2020,1,10,15,0.14,0.0,5.7,29.7,1.42,63.89
2020,1,10,16,0.09,0.0,2.33,28.82,1.49,68.41
2020,1,10,17,0.04,0.0,0.47,27.75,1.48,74.74
2020,1,10,18,0.0,0.0,0.03,26.8,1.43,81.04
2020,1,10,19,0.0,0.0,0.0,26.21,1.41,85.25
2020,1,10,20,0.0,0.0,0.0,25.9,1.34,87.63
2020,1,10,21,0.0,0.0,0.0,25.65,1.26,89.48
2020,1,10,22,0.0,0.0,0.0,25.47,1.21,90.55
2020,1,10,23,0.0,0.0,0.0,25.31,1.22,91.32
2020,1,11,0,0.0,0.0,0.0,25.17,1.27,91.66
2020,1,11,1,0.0,0.0,0.0,25.04,1.35,91.85
2020,1,11,2,0.0,0.0,0.0,24.91,1.41,91.97
2020,1,11,3,0.0,0.0,0.0,24.8,1.4,91.95
2020,1,11,4,0.0,0.0,0.0,24.74,1.34,91.64
2020,1,11,5,0.0,0.0,0.0,24.73,1.33,91.01
2020,1,11,6,0.01,0.0,0.03,24.76,1.37,90.07
2020,1,11,7,0.04,0.0,0.62,25.13,1.42,87.79
2020,1,11,8,0.09,0.0,2.62,25.76,1.38,83.78
2020,1,11,9,0.14,0.0,6.15,26.62,1.45,77.35
2020,1,11,10,0.17,0.01,8.45,27.4,1.55,72.4
2020,1,11,11,0.2,0.01,11.32,27.96,1.65,69.34
2020,1,11,12,0.19,0.01,11.48,28.33,1.74,67.75
2020,1,11,13,0.18,0.01,9.8,28.28,1.77,68.32
2020,1,11,14,0.15,0.01,7.55,27.92,1.75,70.89
2020,1,11,15,0.11,0.0,4.95,27.44,1.72,74.36
2020,1,11,16,0.07,0.0,2.0,26.86,1.66,78.81
2020,1,11,17,0.03,0.0,0.43,26.24,1.56,84.34
2020,1,11,18,0.0,0.0,0.03,25.7,1.51,88.8
2020,1,11,19,0.0,0.0,0.0,25.32,1.49,91.55
2020,1,11,20,0.0,0.0,0.0,25.13,1.48,92.83
2020,1,11,21,0.0,0.0,0.0,25.0,1.49,93.57
2020,1,11,22,0.0,0.0,0.0,24.88,1.5,93.92
2020,1,11,23,0.0,0.0,0.0,24.77,1.54,94.08
2020,1,12,0,0.0,0.0,0.0,24.65,1.57,94.18
2020,1,12,1,0.0,0.0,0.0,24.53,1.57,94.14
2020,1,12,2,0.0,0.0,0.0,24.4,1.54,94.07
2020,1,12,3,0.0,0.0,0.0,24.32,1.54,93.86
2020,1,12,4,0.0,0.0,0.0,24.24,1.52,93.72
2020,1,12,5,0.0,0.0,0.0,24.16,1.49,93.61
2020,1,12,6,0.0,0.0,0.03,24.22,1.53,93.43
2020,1,12,7,0.03,0.0,0.55,24.93,1.52,92.03
2020,1,12,8,0.08,0.0,2.33,25.73,1.49,87.32
2020,1,12,9,0.12,0.0,5.57,26.88,1.56,78.77
2020,1,12,10,0.16,0.01,7.68,27.75,1.65,72.96
2020,1,12,11,0.18,0.01,9.95,28.49,1.79,69.28
2020,1,12,12,0.2,0.01,12.2,29.18,1.98,66.66
2020,1,12,13,0.19,0.01,10.62,29.48,2.19,65.83
2020,1,12,14,0.17,0.01,8.32,29.31,2.42,66.99
2020,1,12,15,0.12,0.0,5.47,28.73,2.57,70.32
2020,1,12,16,0.08,0.0,2.22,27.81,2.57,76.02
2020,1,12,17,0.03,0.0,0.47,26.81,2.39,82.53
2020,1,12,18,0.0,0.0,0.03,26.01,2.21,88.03
2020,1,12,19,0.0,0.0,0.0,25.6,2.16,90.93
2020,1,12,20,0.0,0.0,0.0,25.44,2.05,92.13
2020,1,12,21,0.0,0.0,0.0,25.3,1.9,92.88
2020,1,12,22,0.0,0.0,0.0,25.18,1.77,93.4
2020,1,12,23,0.0,0.0,0.0,25.11,1.76,93.73
2020,1,13,0,0.0,0.0,0.0,25.07,1.81,93.87
2020,1,13,1,0.0,0.0,0.0,25.02,1.84,93.93
2020,1,13,2,0.0,0.0,0.0,25.01,1.94,93.89
2020,1,13,3,0.0,0.0,0.0,25.01,2.04,93.78
2020,1,13,4,0.0,0.0,0.0,24.99,2.1,93.81
2020,1,13,5,0.0,0.0,0.0,24.97,2.09,93.88
2020,1,13,6,0.0,0.0,0.03,24.99,2.06,93.69
2020,1,13,7,0.03,0.0,0.45,25.29,2.03,92.63
2020,1,13,8,0.06,0.0,1.85,25.7,1.96,90.64
2020,1,13,9,0.12,0.0,5.55,26.24,2.01,85.55
2020,1,13,10,0.16,0.01,7.88,27.0,2.1,78.64
2020,1,13,11,0.2,0.01,10.95,27.65,2.07,74.05
2020,1,13,12,0.19,0.01,11.45,28.16,2.02,70.44
2020,1,13,13,0.18,0.01,9.88,28.52,1.95,68.2
2020,1,13,14,0.15,0.01,7.32,28.74,1.94,67.0
2020,1,13,15,0.11,0.0,4.9,28.7,1.97,67.69
2020,1,13,16,0.07,0.0,2.03,28.17,2.02,70.95
2020,1,13,17,0.03,0.0,0.43,27.35,1.94,76.42
2020,1,13,18,0.0,0.0,0.03,26.44,1.83,83.33
2020,1,13,19,0.0,0.0,0.0,25.81,1.75,87.52
2020,1,13,20,0.0,0.0,0.0,25.48,1.7,88.51
2020,1,13,21,0.0,0.0,0.0,25.22,1.64,89.4
2020,1,13,22,0.0,0.0,0.0,25.01,1.64,90.02
2020,1,13,23,0.0,0.0,0.0,24.75,1.65,90.96
2020,1,14,0,0.0,0.0,0.0,24.53,1.63,91.86
2020,1,14,1,0.0,0.0,0.0,24.42,1.6,92.42
2020,1,14,2,0.0,0.0,0.0,24.33,1.59,92.84
2020,1,14,3,0.0,0.0,0.0,24.25,1.6,93.4
2020,1,14,4,0.0,0.0,0.0,24.19,1.61,93.92
2020,1,14,5,0.0,0.0,0.0,24.15,1.6,93.93
2020,1,14,6,0.01,0.0,0.03,24.23,1.57,92.97
2020,1,14,7,0.04,0.0,0.57,25.06,1.36,90.54
2020,1,14,8,0.09,0.0,2.5,26.02,1.2,84.05
2020,1,14,9,0.13,0.0,5.8,27.62,1.15,72.81
2020,1,14,10,0.18,0.01,8.73,29.09,1.14,63.69
2020,1,14,11,0.2,0.01,11.1,30.23,1.12,57.58
2020,1,14,12,0.2,0.01,11.82,30.99,1.04,55.23
2020,1,14,13,0.19,0.01,10.65,31.49,1.02,53.72
2020,1,14,14,0.17,0.01,8.23,31.61,1.04,53.07
2020,1,14,15,0.13,0.0,5.47,31.19,1.04,55.04
2020,1,14,16,0.08,0.0,2.22,30.33,1.0,59.67
2020,1,14,17,0.03,0.0,0.45,29.17,1.04,65.98
2020,1,14,18,0.0,0.0,0.03,28.06,1.1,77.37
2020,1,14,19,0.0,0.0,0.0,26.98,1.04,82.87
2020,1,14,20,0.0,0.0,0.0,26.33,1.01,85.98
2020,1,14,21,0.0,0.0,0.0,25.91,0.99,87.49
2020,1,14,22,0.0,0.0,0.0,25.54,0.95,88.55
2020,1,14,23,0.0,0.0,0.0,25.29,0.94,89.08
2020,1,15,0,0.0,0.0,0.0,25.12,0.94,89.11
2020,1,15,1,0.0,0.0,0.0,24.98,0.95,89.13
2020,1,15,2,0.0,0.0,0.0,24.87,0.92,89.19
2020,1,15,3,0.0,0.0,0.0,24.83,0.87,88.87
2020,1,15,4,0.0,0.0,0.0,24.88,0.78,88.09
2020,1,15,5,0.0,0.0,0.0,24.89,0.73,87.53
2020,1,15,6,0.01,0.0,0.03,24.85,0.73,87.45
2020,1,15,7,0.04,0.0,0.57,25.62,0.45,86.1
2020,1,15,8,0.1,0.0,2.67,27.16,0.4,76.39
2020,1,15,9,0.15,0.0,6.05,28.78,0.48,67.76
2020,1,15,10,0.18,0.01,9.27,30.12,0.65,61.84
2020,1,15,11,0.21,0.01,12.35,31.03,0.81,58.65
2020,1,15,12,0.22,0.01,13.27,31.48,0.92,58.03
2020,1,15,13,0.21,0.01,12.05,31.42,1.04,58.27
2020,1,15,14,0.17,0.01,8.43,31.11,1.12,59.37
2020,1,15,15,0.13,0.0,5.68,30.51,1.17,61.19
2020,1,15,16,0.08,0.0,2.3,29.65,1.17,64.4
2020,1,15,17,0.04,0.0,0.47,28.36,1.11,71.56
2020,1,15,18,0.0,0.0,0.03,27.09,1.05,81.39
2020,1,15,19,0.0,0.0,0.0,26.3,1.05,87.08
2020,1,15,20,0.0,0.0,0.0,25.86,1.02,89.61
2020,1,15,21,0.0,0.0,0.0,25.56,0.99,91.07
2020,1,15,22,0.0,0.0,0.0,25.29,0.98,92.36
2020,1,15,23,0.0,0.0,0.0,25.07,0.98,93.25
2020,1,16,0,0.0,0.0,0.0,24.92,0.99,93.64
2020,1,16,1,0.0,0.0,0.0,24.8,1.01,93.9
2020,1,16,2,0.0,0.0,0.0,24.68,1.03,94.24
2020,1,16,3,0.0,0.0,0.0,24.6,1.06,94.43
2020,1,16,4,0.0,0.0,0.0,24.54,1.08,94.48
2020,1,16,5,0.0,0.0,0.0,24.46,1.08,94.17
2020,1,16,6,0.01,0.0,0.03,24.61,1.11,93.53
2020,1,16,7,0.04,0.0,0.6,25.45,1.11,90.41
2020,1,16,8,0.1,0.0,2.72,26.66,1.09,81.66
2020,1,16,9,0.15,0.0,6.28,28.05,1.05,72.57
2020,1,16,10,0.19,0.01,10.07,29.17,1.02,65.75
2020,1,16,11,0.22,0.01,13.0,30.13,1.02,60.43
2020,1,16,12,0.23,0.01,14.25,30.83,1.08,56.68
2020,1,16,13,0.22,0.01,12.7,31.18,1.11,55.23
2020,1,16,14,0.18,0.01,9.27,31.09,1.16,55.76
2020,1,16,15,0.14,0.0,6.0,30.67,1.31,56.48
2020,1,16,16,0.09,0.0,2.47,29.83,1.45,59.44
2020,1,16,17,0.04,0.0,0.5,28.5,1.45,66.88
2020,1,16,18,0.0,0.0,0.03,26.91,1.4,78.79
2020,1,16,19,0.0,0.0,0.0,25.83,1.36,85.93
2020,1,16,20,0.0,0.0,0.0,25.28,1.24,88.75
2020,1,16,21,0.0,0.0,0.0,24.9,1.1,90.33
2020,1,16,22,0.0,0.0,0.0,24.6,0.96,90.79
2020,1,16,23,0.0,0.0,0.0,24.37,0.87,90.97
2020,1,17,0,0.0,0.0,0.0,24.19,0.86,91.19
2020,1,17,1,0.0,0.0,0.0,24.05,0.92,91.54
2020,1,17,2,0.0,0.0,0.0,23.94,1.0,91.89
2020,1,17,3,0.0,0.0,0.0,23.84,1.07,92.31
2020,1,17,4,0.0,0.0,0.0,23.8,1.12,92.43
2020,1,17,5,0.0,0.0,0.0,23.78,1.13,92.58
2020,1,17,6,0.01,0.0,0.03,23.99,1.11,92.14
2020,1,17,7,0.04,0.0,0.55,25.08,1.05,89.52
2020,1,17,8,0.1,0.0,2.65,26.32,1.0,80.66
