-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2025 in LST
Location: Latitude  -8.488   Longitude 116.0414 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 174.76 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (MJ/hr) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (MJ/hr) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,WS2M,RH2M
2020,1,4,9,0.06,0.0,3.03,27.47,3.01,88.19
2020,1,4,10,0.11,0.0,5.22,27.69,3.13,86.22
2020,1,4,11,0.12,0.0,6.85,27.9,3.17,84.49
2020,1,4,12,0.12,0.0,7.12,28.01,3.26,83.78
2020,1,4,13,0.06,0.0,3.03,28.01,3.29,83.69
2020,1,4,14,0.04,0.0,2.2,27.91,3.21,83.9
2020,1,4,15,0.03,0.0,1.1,27.75,3.02,84.34
2020,1,4,16,0.02,0.0,0.47,27.47,2.72,85.87
2020,1,4,17,0.01,0.0,0.1,27.03,2.49,88.6
2020,1,4,18,0.0,0.0,0.0,26.61,2.48,90.61
2020,1,4,19,0.0,0.0,0.0,26.33,2.57,91.15
2020,1,4,20,0.0,0.0,0.0,26.13,2.47,91.15
2020,1,4,21,0.0,0.0,0.0,25.95,2.29,91.2
2020,1,4,22,0.0,0.0,0.0,25.82,2.1,91.39
2020,1,4,23,0.0,0.0,0.0,25.75,2.08,91.25
2020,1,5,0,0.0,0.0,0.0,25.71,2.04,90.56
2020,1,5,1,0.0,0.0,0.0,25.66,2.07,89.6
2020,1,5,2,0.0,0.0,0.0,25.64,2.11,88.92
2020,1,5,3,0.0,0.0,0.0,25.67,2.13,88.72
2020,1,5,4,0.0,0.0,0.0,25.71,2.09,88.82
2020,1,5,5,0.0,0.0,0.0,25.77,2.02,88.69
2020,1,5,6,0.01,0.0,0.03,26.03,2.04,88.09
2020,1,5,7,0.03,0.0,0.6,26.72,2.24,86.06
2020,1,5,8,0.07,0.0,2.22,27.49,2.4,81.48
2020,1,5,9,0.12,0.0,5.18,28.29,2.63,75.78
2020,1,5,10,0.14,0.0,6.55,28.97,2.73,71.31
2020,1,5,11,0.17,0.01,9.32,29.53,2.62,68.32
2020,1,5,12,0.19,0.01,10.73,29.92,2.48,66.61
2020,1,5,13,0.17,0.01,8.85,30.06,2.42,66.1
2020,1,5,14,0.14,0.0,6.55,29.98,2.32,66.63
2020,1,5,15,0.1,0.0,4.03,29.58,2.09,69.07
2020,1,5,16,0.06,0.0,1.62,28.85,1.74,74.1
2020,1,5,17,0.02,0.0,0.28,27.97,1.53,80.89
2020,1,5,18,0.0,0.0,0.03,27.25,1.54,85.85
2020,1,5,19,0.0,0.0,0.0,26.9,1.59,87.99
2020,1,5,20,0.0,0.0,0.0,26.73,1.62,89.02
2020,1,5,21,0.0,0.0,0.0,26.59,1.69,89.82
2020,1,5,22,0.0,0.0,0.0,26.46,1.75,90.49
2020,1,5,23,0.0,0.0,0.0,26.35,1.8,91.12
2020,1,6,0,0.0,0.0,0.0,26.25,1.8,91.57
2020,1,6,1,0.0,0.0,0.0,26.2,1.8,91.73
2020,1,6,2,0.0,0.0,0.0,26.2,1.78,91.39
2020,1,6,3,0.0,0.0,0.0,26.26,1.78,90.81
2020,1,6,4,0.0,0.0,0.0,26.31,1.75,90.31
2020,1,6,5,0.0,0.0,0.0,26.32,1.74,89.96
2020,1,6,6,0.01,0.0,0.03,26.46,1.8,89.52
2020,1,6,7,0.03,0.0,0.57,26.93,1.95,88.06
2020,1,6,8,0.07,0.0,2.33,27.39,2.04,85.37
2020,1,6,9,0.11,0.0,5.32,27.92,2.24,80.77
2020,1,6,10,0.15,0.01,7.32,28.36,2.34,77.43
2020,1,6,11,0.17,0.01,9.9,28.78,2.29,74.69
2020,1,6,12,0.18,0.01,10.3,29.07,2.2,72.75
2020,1,6,13,0.17,0.01,9.12,29.17,2.12,71.87
2020,1,6,14,0.14,0.0,7.07,29.06,2.07,72.31
2020,1,6,15,0.11,0.0,4.5,28.7,1.96,74.45
2020,1,6,16,0.06,0.0,1.75,28.05,1.7,78.77
2020,1,6,17,0.03,0.0,0.32,27.39,1.42,83.81
2020,1,6,18,0.0,0.0,0.03,26.82,1.34,87.98
2020,1,6,19,0.0,0.0,0.0,26.54,1.44,89.65
2020,1,6,20,0.0,0.0,0.0,26.42,1.52,90.27
2020,1,6,21,0.0,0.0,0.0,26.35,1.62,90.78
2020,1,6,22,0.0,0.0,0.0,26.29,1.71,91.09
2020,1,6,23,0.0,0.0,0.0,26.23,1.78,91.41
2020,1,7,0,0.0,0.0,0.0,26.12,1.83,91.94
2020,1,7,1,0.0,0.0,0.0,26.04,1.8,92.16
2020,1,7,2,0.0,0.0,0.0,25.99,1.79,92.15
2020,1,7,3,0.0,0.0,0.0,25.97,1.82,91.9
2020,1,7,4,0.0,0.0,0.0,25.97,1.86,91.42
2020,1,7,5,0.0,0.0,0.0,25.97,1.88,90.86
2020,1,7,6,0.01,0.0,0.03,26.13,1.85,90.1
2020,1,7,7,0.03,0.0,0.62,26.7,1.91,88.05
2020,1,7,8,0.07,0.0,2.3,27.2,1.87,84.75
2020,1,7,9,0.09,0.0,4.35,27.74,1.9,79.81
2020,1,7,10,0.15,0.01,7.2,28.26,1.91,76.05
2020,1,7,11,0.19,0.01,11.12,28.65,2.03,73.59
2020,1,7,12,0.19,0.01,11.3,28.91,2.16,72.24
2020,1,7,13,0.15,0.01,8.43,28.98,2.25,72.01
2020,1,7,14,0.1,0.0,4.95,28.91,2.25,72.54
2020,1,7,15,0.07,0.0,3.12,28.63,2.16,74.23
2020,1,7,16,0.04,0.0,1.15,28.14,1.89,77.66
2020,1,7,17,0.01,0.0,0.17,27.55,1.53,82.08
2020,1,7,18,0.0,0.0,0.0,26.97,1.3,86.18
2020,1,7,19,0.0,0.0,0.0,26.68,1.27,87.43
2020,1,7,20,0.0,0.0,0.0,26.55,1.3,87.81
2020,1,7,21,0.0,0.0,0.0,26.44,1.39,88.37
2020,1,7,22,0.0,0.0,0.0,26.32,1.6,89.47
2020,1,7,23,0.0,0.0,0.0,26.2,1.83,90.73
2020,1,8,0,0.0,0.0,0.0,26.14,1.94,91.6
2020,1,8,1,0.0,0.0,0.0,26.07,1.93,92.34
2020,1,8,2,0.0,0.0,0.0,25.99,1.9,92.79
2020,1,8,3,0.0,0.0,0.0,25.93,1.92,92.69
2020,1,8,4,0.0,0.0,0.0,25.87,1.91,92.43
2020,1,8,5,0.0,0.0,0.0,25.81,1.82,92.1
2020,1,8,6,0.01,0.0,0.03,25.99,1.71,90.88
2020,1,8,7,0.04,0.0,0.65,26.68,1.57,87.97
2020,1,8,8,0.07,0.0,2.42,27.34,1.4,83.25
2020,1,8,9,0.12,0.0,5.45,28.04,1.3,77.16
2020,1,8,10,0.14,0.01,6.93,28.98,1.18,70.46
2020,1,8,11,0.18,0.01,10.02,29.73,1.31,66.13
2020,1,8,12,0.18,0.01,10.8,30.24,1.53,63.59
2020,1,8,13,0.17,0.01,9.12,30.47,1.66,62.9
2020,1,8,14,0.14,0.0,7.0,30.37,1.78,63.5
2020,1,8,15,0.1,0.0,4.38,30.0,1.75,65.2
2020,1,8,16,0.06,0.0,1.7,29.18,1.61,69.25
2020,1,8,17,0.02,0.0,0.3,28.25,1.52,76.62
2020,1,8,18,0.0,0.0,0.03,27.46,1.53,83.04
2020,1,8,19,0.0,0.0,0.0,27.06,1.45,85.93
2020,1,8,20,0.0,0.0,0.0,26.85,1.27,87.15
2020,1,8,21,0.0,0.0,0.0,26.71,1.2,87.88
2020,1,8,22,0.0,0.0,0.0,26.56,1.13,88.19
2020,1,8,23,0.0,0.0,0.0,26.41,1.06,88.75
2020,1,9,0,0.0,0.0,0.0,26.21,1.07,89.78
2020,1,9,1,0.0,0.0,0.0,26.01,1.16,90.96
2020,1,9,2,0.0,0.0,0.0,25.86,1.36,92.25
2020,1,9,3,0.0,0.0,0.0,25.79,1.6,93.25
2020,1,9,4,0.0,0.0,0.0,25.75,1.76,93.9
2020,1,9,5,0.0,0.0,0.0,25.71,1.64,94.15
2020,1,9,6,0.01,0.0,0.03,25.76,1.44,93.57
2020,1,9,7,0.05,0.0,0.73,25.99,1.25,91.85
2020,1,9,8,0.1,0.0,2.9,26.2,1.03,89.62
2020,1,9,9,0.15,0.0,6.35,27.02,1.23,82.24
2020,1,9,10,0.18,0.01,8.88,27.9,1.59,76.97
2020,1,9,11,0.2,0.01,11.35,28.55,1.86,73.42
2020,1,9,12,0.2,0.01,11.73,28.94,1.99,70.75
2020,1,9,13,0.19,0.01,10.2,29.15,2.06,68.67
2020,1,9,14,0.16,0.01,7.82,29.03,2.15,67.89
2020,1,9,15,0.12,0.0,4.93,28.69,2.22,68.48
2020,1,9,16,0.07,0.0,1.98,28.11,2.24,70.88
2020,1,9,17,0.03,0.0,0.38,27.39,2.12,75.23
2020,1,9,18,0.0,0.0,0.03,26.54,2.01,80.64
2020,1,9,19,0.0,0.0,0.0,25.97,2.02,84.51
2020,1,9,20,0.0,0.0,0.0,25.56,2.0,87.29
2020,1,9,21,0.0,0.0,0.0,25.3,1.96,88.96
2020,1,9,22,0.0,0.0,0.0,25.16,1.92,89.78
2020,1,9,23,0.0,0.0,0.0,25.06,1.84,89.97
2020,1,10,0,0.0,0.0,0.0,24.98,1.76,89.64
2020,1,10,1,0.0,0.0,0.0,24.93,1.79,89.3
2020,1,10,2,0.0,0.0,0.0,24.89,1.89,89.28
2020,1,10,3,0.0,0.0,0.0,24.85,1.88,89.24
2020,1,10,4,0.0,0.0,0.0,24.87,1.75,88.9
2020,1,10,5,0.0,0.0,0.0,24.93,1.64,88.3
2020,1,10,6,0.01,0.0,0.03,25.37,1.55,87.08
2020,1,10,7,0.05,0.0,0.75,26.69,1.53,81.84
2020,1,10,8,0.1,0.0,3.0,27.91,1.36,73.64
2020,1,10,9,0.16,0.0,6.5,29.01,1.26,67.94
2020,1,10,10,0.19,0.01,9.68,29.98,1.25,63.55
2020,1,10,11,0.22,0.01,12.8,30.66,1.37,61.52
2020,1,10,12,0.23,0.01,14.15,31.07,1.59,60.47
2020,1,10,13,0.22,0.01,12.43,31.16,1.76,60.51
2020,1,10,14,0.18,0.01,8.93,30.98,1.85,61.31
2020,1,10,15,0.14,0.0,5.55,30.52,1.85,63.24
2020,1,10,16,0.08,0.0,2.03,29.82,1.74,66.06
2020,1,10,17,0.03,0.0,0.38,28.85,1.52,71.28
2020,1,10,18,0.0,0.0,0.03,27.7,1.23,79.13
2020,1,10,19,0.0,0.0,0.0,26.99,1.26,83.56
2020,1,10,20,0.0,0.0,0.0,26.57,1.28,86.08
2020,1,10,21,0.0,0.0,0.0,26.31,1.24,87.5
2020,1,10,22,0.0,0.0,0.0,26.11,1.22,88.49
2020,1,10,23,0.0,0.0,0.0,25.95,1.25,88.99
2020,1,11,0,0.0,0.0,0.0,25.75,1.32,89.77
2020,1,11,1,0.0,0.0,0.0,25.58,1.4,90.4
2020,1,11,2,0.0,0.0,0.0,25.48,1.47,91.04
2020,1,11,3,0.0,0.0,0.0,25.41,1.47,91.53
2020,1,11,4,0.0,0.0,0.0,25.33,1.48,91.95
2020,1,11,5,0.0,0.0,0.0,25.27,1.49,92.14
2020,1,11,6,0.01,0.0,0.03,25.56,1.57,91.19
2020,1,11,7,0.04,0.0,0.73,26.55,1.74,85.45
2020,1,11,8,0.09,0.0,2.9,27.38,1.73,78.44
2020,1,11,9,0.14,0.0,6.45,28.31,1.75,71.39
2020,1,11,10,0.18,0.01,9.1,29.12,1.8,65.39
2020,1,11,11,0.21,0.01,11.75,29.76,1.91,61.08
2020,1,11,12,0.2,0.01,12.1,30.15,1.99,58.94
2020,1,11,13,0.18,0.01,10.05,30.27,2.07,58.59
2020,1,11,14,0.15,0.01,7.45,30.11,2.19,59.77
2020,1,11,15,0.12,0.0,4.8,29.64,2.29,62.59
2020,1,11,16,0.07,0.0,1.9,28.97,2.27,67.1
2020,1,11,17,0.03,0.0,0.38,28.17,2.11,72.89
2020,1,11,18,0.0,0.0,0.03,27.35,1.85,78.99
2020,1,11,19,0.0,0.0,0.0,26.82,1.81,83.16
2020,1,11,20,0.0,0.0,0.0,26.55,1.72,85.7
2020,1,11,21,0.0,0.0,0.0,26.37,1.61,87.43
2020,1,11,22,0.0,0.0,0.0,26.22,1.54,88.69
2020,1,11,23,0.0,0.0,0.0,26.1,1.62,89.57
2020,1,12,0,0.0,0.0,0.0,26.01,1.79,90.25
2020,1,12,1,0.0,0.0,0.0,25.97,1.95,90.61
2020,1,12,2,0.0,0.0,0.0,25.9,2.02,90.9
2020,1,12,3,0.0,0.0,0.0,25.82,2.0,91.1
2020,1,12,4,0.0,0.0,0.0,25.75,1.97,91.18
2020,1,12,5,0.0,0.0,0.0,25.67,1.9,91.33
2020,1,12,6,0.01,0.0,0.03,25.76,1.85,91.08
2020,1,12,7,0.04,0.0,0.62,26.23,1.87,89.64
2020,1,12,8,0.08,0.0,2.53,26.73,1.95,86.13
2020,1,12,9,0.12,0.0,5.47,27.3,2.08,81.48
2020,1,12,10,0.13,0.0,6.43,27.81,2.23,78.18
2020,1,12,11,0.18,0.01,10.15,28.19,2.44,76.0
2020,1,12,12,0.18,0.01,10.73,28.4,2.55,74.79
2020,1,12,13,0.16,0.01,9.0,28.5,2.49,74.35
2020,1,12,14,0.15,0.01,7.32,28.45,2.3,75.0
2020,1,12,15,0.11,0.0,4.75,28.24,2.14,76.91
2020,1,12,16,0.07,0.0,1.88,27.8,2.08,80.87
2020,1,12,17,0.03,0.0,0.35,27.27,1.96,85.6
2020,1,12,18,0.0,0.0,0.0,26.86,1.91,88.43
2020,1,12,19,0.0,0.0,0.0,26.66,1.84,89.72
2020,1,12,20,0.0,0.0,0.0,26.57,1.8,90.22
2020,1,12,21,0.0,0.0,0.0,26.5,1.75,90.49
2020,1,12,22,0.0,0.0,0.0,26.39,1.74,91.24
2020,1,12,23,0.0,0.0,0.0,26.31,1.68,91.79
2020,1,13,0,0.0,0.0,0.0,26.26,1.67,92.21
2020,1,13,1,0.0,0.0,0.0,26.23,1.78,92.65
2020,1,13,2,0.0,0.0,0.0,26.24,1.86,92.73
2020,1,13,3,0.0,0.0,0.0,26.23,1.84,92.86
2020,1,13,4,0.0,0.0,0.0,26.24,1.84,92.82
2020,1,13,5,0.0,0.0,0.0,26.28,1.86,92.49
2020,1,13,6,0.0,0.0,0.03,26.4,1.87,92.03
2020,1,13,7,0.03,0.0,0.47,26.7,1.89,91.03
2020,1,13,8,0.06,0.0,2.08,27.0,1.86,89.78
2020,1,13,9,0.1,0.0,4.7,27.24,1.83,87.98
2020,1,13,10,0.14,0.01,6.9,27.51,1.9,84.93
2020,1,13,11,0.17,0.01,9.25,27.85,1.9,81.45
2020,1,13,12,0.18,0.01,10.55,28.21,1.89,78.18
2020,1,13,13,0.17,0.01,9.43,28.45,1.78,75.54
2020,1,13,14,0.15,0.0,7.1,28.46,1.74,74.34
2020,1,13,15,0.1,0.0,4.38,28.14,1.75,75.68
2020,1,13,16,0.06,0.0,1.75,27.71,1.61,78.89
2020,1,13,17,0.03,0.0,0.32,27.24,1.46,82.83
2020,1,13,18,0.0,0.0,0.03,26.77,1.42,85.91
2020,1,13,19,0.0,0.0,0.0,26.56,1.39,86.72
2020,1,13,20,0.0,0.0,0.0,26.48,1.28,86.92
2020,1,13,21,0.0,0.0,0.0,26.43,1.25,87.12
2020,1,13,22,0.0,0.0,0.0,26.36,1.32,87.58
2020,1,13,23,0.0,0.0,0.0,26.28,1.42,88.29
2020,1,14,0,0.0,0.0,0.0,26.21,1.46,88.77
2020,1,14,1,0.0,0.0,0.0,26.13,1.52,89.05
2020,1,14,2,0.0,0.0,0.0,26.1,1.53,88.96
2020,1,14,3,0.0,0.0,0.0,26.11,1.47,88.6
2020,1,14,4,0.0,0.0,0.0,26.14,1.36,87.88
2020,1,14,5,0.0,0.0,0.0,26.21,1.16,86.84
2020,1,14,6,0.01,0.0,0.03,26.45,0.97,85.93
2020,1,14,7,0.04,0.0,0.68,27.07,0.82,84.55
2020,1,14,8,0.09,0.0,2.7,27.77,0.77,79.85
2020,1,14,9,0.13,0.0,5.95,28.57,0.77,73.1
2020,1,14,10,0.16,0.01,7.9,29.27,0.8,68.34
2020,1,14,11,0.2,0.01,11.05,30.02,0.79,63.91
2020,1,14,12,0.21,0.01,12.27,30.68,0.74,61.15
2020,1,14,13,0.19,0.01,10.43,31.0,0.67,59.91
2020,1,14,14,0.16,0.01,7.93,30.99,0.57,59.68
2020,1,14,15,0.13,0.0,5.15,30.78,0.39,60.73
2020,1,14,16,0.08,0.0,2.08,30.32,0.32,63.62
2020,1,14,17,0.03,0.0,0.38,29.61,0.53,68.22
2020,1,14,18,0.0,0.0,0.03,28.61,0.8,75.04
2020,1,14,19,0.0,0.0,0.0,27.86,1.03,79.36
2020,1,14,20,0.0,0.0,0.0,27.38,1.2,82.13
2020,1,14,21,0.0,0.0,0.0,27.01,1.29,84.54
2020,1,14,22,0.0,0.0,0.0,26.7,1.31,86.23
2020,1,14,23,0.0,0.0,0.0,26.45,1.3,87.34
2020,1,15,0,0.0,0.0,0.0,26.29,1.34,87.66
2020,1,15,1,0.0,0.0,0.0,26.17,1.35,87.68
2020,1,15,2,0.0,0.0,0.0,26.13,1.32,87.22
2020,1,15,3,0.0,0.0,0.0,26.2,1.25,85.94
2020,1,15,4,0.0,0.0,0.0,26.35,1.07,83.89
2020,1,15,5,0.0,0.0,0.0,26.5,0.87,82.2
2020,1,15,6,0.01,0.0,0.03,26.64,0.74,81.92
2020,1,15,7,0.05,0.0,0.7,27.05,0.61,83.15
2020,1,15,8,0.1,0.0,2.92,27.91,0.59,76.27
2020,1,15,9,0.16,0.0,6.5,28.93,0.69,68.76
2020,1,15,10,0.19,0.01,9.65,29.7,0.81,64.91
2020,1,15,11,0.22,0.01,13.2,30.25,0.98,62.32
2020,1,15,12,0.22,0.01,13.62,30.61,1.09,61.1
2020,1,15,13,0.21,0.01,11.9,30.73,1.18,61.07
2020,1,15,14,0.17,0.01,8.38,30.58,1.28,61.71
2020,1,15,15,0.13,0.0,5.3,30.18,1.35,63.44
2020,1,15,16,0.08,0.0,2.15,29.59,1.44,67.29
2020,1,15,17,0.03,0.0,0.4,28.78,1.48,73.13
2020,1,15,18,0.0,0.0,0.03,27.77,1.43,80.23
2020,1,15,19,0.0,0.0,0.0,27.12,1.56,84.26
2020,1,15,20,0.0,0.0,0.0,26.68,1.61,86.92
2020,1,15,21,0.0,0.0,0.0,26.31,1.65,88.87
2020,1,15,22,0.0,0.0,0.0,26.0,1.68,89.92
2020,1,15,23,0.0,0.0,0.0,25.78,1.68,90.12
2020,1,16,0,0.0,0.0,0.0,25.63,1.66,89.91
2020,1,16,1,0.0,0.0,0.0,25.5,1.63,89.74
2020,1,16,2,0.0,0.0,0.0,25.42,1.62,89.47
2020,1,16,3,0.0,0.0,0.0,25.35,1.63,89.35
2020,1,16,4,0.0,0.0,0.0,25.29,1.66,89.34
2020,1,16,5,0.0,0.0,0.0,25.25,1.68,89.44
2020,1,16,6,0.01,0.0,0.03,25.48,1.58,89.65
2020,1,16,7,0.05,0.0,0.7,26.5,1.42,87.6
2020,1,16,8,0.1,0.0,2.88,27.48,1.29,80.33
2020,1,16,9,0.15,0.0,6.38,28.59,1.24,72.8
2020,1,16,10,0.2,0.01,10.32,29.54,1.22,66.93
2020,1,16,11,0.23,0.01,13.55,30.28,1.25,63.47
2020,1,16,12,0.23,0.01,13.95,30.78,1.35,61.12
2020,1,16,13,0.2,0.01,11.88,30.96,1.47,60.61
2020,1,16,14,0.18,0.01,8.85,30.9,1.6,61.1
2020,1,16,15,0.13,0.0,5.47,30.61,1.68,62.06
2020,1,16,16,0.08,0.0,2.22,30.02,1.71,64.15
2020,1,16,17,0.03,0.0,0.43,29.11,1.74,69.27
2020,1,16,18,0.0,0.0,0.03,27.87,1.7,77.71
2020,1,16,19,0.0,0.0,0.0,27.01,1.83,83.39
2020,1,16,20,0.0,0.0,0.0,26.56,1.82,87.03
2020,1,16,21,0.0,0.0,0.0,26.22,1.72,88.78
2020,1,16,22,0.0,0.0,0.0,25.95,1.63,89.57
2020,1,16,23,0.0,0.0,0.0,25.75,1.59,89.57
2020,1,17,0,0.0,0.0,0.0,25.56,1.57,89.59
2020,1,17,1,0.0,0.0,0.0,25.34,1.58,89.98
2020,1,17,2,0.0,0.0,0.0,25.14,1.6,90.43
2020,1,17,3,0.0,0.0,0.0,25.0,1.66,90.58
2020,1,17,4,0.0,0.0,0.0,24.92,1.71,90.43
2020,1,17,5,0.0,0.0,0.0,24.88,1.71,90.09
2020,1,17,6,0.01,0.0,0.03,25.21,1.62,89.12
2020,1,17,7,0.05,0.0,0.68,26.43,1.51,84.77
2020,1,17,8,0.1,0.0,2.83,27.65,1.4,75.29
